編號,時間,貼文,標籤,標註,打卡地點,留言數,愛心數,標籤數,標註數,圖片數,貼文網址,圖片網址
1554315587445279176,2017-07-08 18:14:38,"When Ekey met ET👽
覺得這個ET看起來很親切
但又有點太真實 有點小害怕不敢直視😂怕突然眼球動一下還怎樣

想到小時候超怕去萬年模型那層樓
因爲會有很多大型ET模型 可愛噁心的都有
根本小孩的惡夢😭
#模型 #ET #alien #childhoodstory #toy model","模型
ET
alien
childhoodstory
toy",,,6,259,5,0,1,https://www.instagram.com/p/BWSCcqqh0nI/,https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/19765128_131874094065138_1775269584421519360_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=d4hTsaIOXLwAX85hreJ&oh=aa2b2854ae7cf644d94582209b1650ac&oe=5F7F343A
1552272877695638981,2017-07-05 22:36:08,"我の3C🌵✨💻
#work #life #destiny #日常","work
life
destiny
日常",,,18,330,4,0,1,https://www.instagram.com/p/BWKx_U9hZ3F/,https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/19624589_1925141941033184_3800734233744375808_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=v9aNQwrcyJcAX9tHJyn&oh=df48a2629221d94e9fb317bed634fe76&oe=5F7FB095
1550753332652725777,2017-07-03 20:17:04,"有三年沒染髮了
因為以前染完超受不了布丁頭
但黑髮在夏天看起來滿沈重的
也有點看膩了😜女生就是善變的動物咩
染了霧霧的咖啡 中間挑染紫色增加線條感💜希望不要太快退
這次去 #zosscolor 染髮我覺得很划算！因爲它們染髮 #不分長短 全部$1499
而且全是使用 #資生堂 的染劑唷🌸
我頭髮這個長度隨便要染要燙都超貴的😭
挑染要漂色是依長度算價錢$999-$1999 我頭髮這麼長所以是最高價啦
總之現在我有一頭夢幻紫紫髮了💜好像跟我個性不合！？😂但我超愛💕
#hairstyle #hairdye #shiseido #高cp值 #newlook #summerlook","zosscolor
不分長短
資生堂
hairstyle
hairdye
shiseido
高cp值
newlook
summerlook",,,6,423,9,0,4,https://www.instagram.com/p/BWFYfCXBNYR/,"['https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/19535505_316056508834465_5410772951660232704_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=Hrnfn0MLZxQAX_t2YDX&oh=0787566ae93cd57644322a4645475b0e&oe=5F7EA07F', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/19535528_1394107330665750_7505917458176278528_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=CkdsWzlmvoYAX_2omqD&oh=80e2a5613edb3d2cf10246eb245352c4&oe=5F7F84FB', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/19534664_111822099444467_713423192038834176_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=P_Sx4gX8cqcAX_H7j6K&oh=8e27c7845869866c40cc622beca44692&oe=5F7ECE1F', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/19535026_1652038904868924_544314425331417088_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=eYNO2BzC0lEAX-qWs8G&oh=cb8999c76588bb9330617eb48d84a36a&oe=5F803608']"
1548617829681773092,2017-06-30 21:34:12,"那個⋯我訂的不是椅子嗎😂
這會不會太小🍄我坐在上面有種在霸凌它們的感覺啦😫看那隻狗狗多無言🐶😂
本來期望大概是懶骨頭一半的大小欸（對⋯我買的時候是看心情沒在看尺寸）
誰叫我是Craftholic粉 而且我超愛那隻麋鹿和狗狗的圖案💜還是又開心又傻眼的收下啦～
#craftholic #宇宙人 #新成員 #椅子 #娃娃 #收集癖 #廢物收藏家EE #沒人可以跟我搶","craftholic
宇宙人
新成員
椅子
娃娃
收集癖
廢物收藏家EE
沒人可以跟我搶",,,10,309,8,0,3,https://www.instagram.com/p/BV9y7YPBLok/,"['https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/19623160_760304357482152_4440760038172131328_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=3shBPhgRg_UAX-oDJro&oh=d73005ace02ea631c8f6774d75e37976&oe=5F7EA6A0', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/19436586_326849151076504_5251526572325732352_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=104&_nc_ohc=LD-hjVBYYmwAX8xhNSp&oh=70dec998bf5d5fd4dc8abc399db95c5b&oe=5F818F3E', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/19535208_235916046921441_7156445448293580800_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=LX007XjMV_4AX9DjTJO&oh=e81889b36ff799da191447693cbbc8a7&oe=5F7E4DAC']"
1547949236803717893,2017-06-29 23:25:50,"那～～～麼可愛的女孩怎麼能不娶回家👸🏻✨
恭喜綠綠兒💚點頭嘍！
#求婚成功 #congrats #proposedgirl #proposeday","求婚成功
congrats
proposedgirl
proposeday",,,5,206,4,0,1,https://www.instagram.com/p/BV7a6EmBcsF/,https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/19534566_121920058410344_7600357496888229888_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=2ewGP2Q6O_IAX9i-lu4&oh=7257b8ae2d453ce74661ac14387d39b8&oe=5F7FC6AC
1547211848758394193,2017-06-28 23:00:46,"昨天去買 #海昌城市系列 隱眼
發現有 #3個新色 都很美欸 
先買了 #希臘橙 🍊因為我想要混血兒那樣淺棕色～這滿自然的 大小也剛好 也不會太深不顯色 每麥啦 不過宇恩推薦的 #羅馬綠 好像比較有混血兒感💚
#城市系列 連包裝都好美 又便宜覺得太晚認識它了😂
#隱形眼鏡 #新色戴戴看","海昌城市系列
3個新色
希臘橙
羅馬綠
城市系列
隱形眼鏡
新色戴戴看",,,3,243,7,0,4,https://www.instagram.com/p/BV4zPqdhP1R/,"['https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/19436866_1328822883906105_8979252130179186688_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=zvH03gTLFrsAX8LVEGl&oh=135be582f58f5a3280e58dda87fc7bef&oe=5F7EC1EF', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/19534639_1794213614225068_4420316401865064448_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=104&_nc_ohc=btVn1zh2R4sAX-woRNb&oh=0b4a68d159feb5e436f4d0bae45e2bd3&oe=5F7DB248', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/19436487_473645159654876_4646377500069330944_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=cujcLp5uyp4AX9VrIXM&oh=315f151699d0e16f84b82ccbdabff1a4&oe=5F802FC5', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/19429286_282985402168708_3173183934921965568_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=104&_nc_ohc=iYZyeKPsOesAX9K5VQI&oh=9ce414faac1e0ebfaeb8f253c3160861&oe=5F7DAED6']"
1543657175380264577,2017-06-24 01:18:16,"沒賞過繡球花
一片藍藍紫紫好療癒💜💙
不過人超～～～無敵多
可能花季快過了 所以大家都擠到現在還開的很茂盛的高家繡球花田
我很想拍面無表情 很空靈很氣質的樣子⋯但都無法😅幾百張只成功了一張 但依然看起來有事😂
#陽明山 #繡球花 #繡球花田 #賞花季 #沒表情就很兇 #不空靈 #只能永遠笑臉照","陽明山
繡球花
繡球花田
賞花季
沒表情就很兇
不空靈
只能永遠笑臉照",,,11,520,7,0,5,https://www.instagram.com/p/BVsLAW5hgaB/,"['https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/19425361_1422236451189001_5932768918740402176_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=YkPG6tXznLkAX8XQEGr&oh=318aef86fa983d13418f38575132955a&oe=5F7EAA79', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/19428757_221149638406257_8805127601879252992_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=GX2REh-WFT8AX8fOMm1&oh=c25541f07ffb841f505cbc10d095e400&oe=5F7F11F3', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/19367873_1951210388444133_5047156553614884864_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=2t6WrYMn1SAAX9FrbjX&oh=cac4742d015f4f4547866ad391cd4c3e&oe=5F7DDC1A', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/19367515_552653181791388_5491126227785744384_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=vlfQy171i0QAX8rCzm5&oh=a81ee67f4275ab34b7ea913b96f8e51b&oe=5F807415', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/19379598_1073671772764773_749648183163879424_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=X6rSWY-qzoYAX8m--5X&oh=8e1b21119dd6f805a853ba03823ee05d&oe=5F7E2A6B']"
1539224780539306301,2017-06-17 22:31:54,"婚禮Look💕💕💕
婚禮都好感動噢😭
#weddingoutfit #婚禮","weddingoutfit
婚禮",,世貿三三婚宴會館(國貿大樓）,3,255,2,0,1,https://www.instagram.com/p/BVcbMhhhiE9/,https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/19120897_139247223311823_1800193696252035072_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=_HOKofqc9jwAX-FfRkX&oh=6b2fff10f22e104593094e46b2684752&oe=5F7E0941
1537708746246305512,2017-06-15 20:19:48,"看網拍model穿這一身灰灰的連身裙超有個性超慵懶
結果一拿到它居然有金蔥😫想說沒關係嘗試一下慵懶風
結果今天一直被笑金閃閃✨
而且還刺刺der🐝 害我癢癢der
#到底誰駕馭的了金蔥可以教我嗎
#金閃閃 #被嘲笑","到底誰駕馭的了金蔥可以教我嗎
金閃閃
被嘲笑",,,6,307,3,0,1,https://www.instagram.com/p/BVXCfUkBbbo/,https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/19052128_159363607939125_6392012252530081792_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=cQoP3GceTCcAX8AjMvi&oh=21ce1b22d0139b33c95136f0b9807985&oe=5F80E797
1534038997029120876,2017-06-10 18:48:40,"跟著Lala動ㄘ動😉💕
Lala都有腹肌了👍🏼💪🏼💪🏼💪🏼
#powerful #workout #partner","powerful
workout
partner",,,5,504,3,0,1,https://www.instagram.com/p/BVKAFcRhGts/,https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/19052114_851588314996306_6163259339407622144_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=110&_nc_ohc=mXARKimcFZcAX8hQDlv&oh=39aa707d9d5245c8ecfebcf4d2e5e371&oe=5F81939E
1534033247687105846,2017-06-10 18:37:15,"雖然姿勢沒有很好
但我超認真的💪😉
#needexercise #regularly #summer","needexercise
regularly
summer",,,6,248,3,0,1,https://www.instagram.com/p/BVJ-xxyB102/,https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/18947837_1839954196332033_2712317610300538880_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=tfLMcRqdQygAX9M4ZOf&oh=25fe07c9e40653408a09e4579a55c8b6&oe=5F7F1387
1526888093561656831,2017-05-31 22:01:06,"真的好喜歡churros💕
為什麼垃圾食物都特別好吃勒？
😩😩😩
不管啦 今天好累讓吃一下
#吉拿吉拿 #卡茲卡茲 #吉拿棒 #streetchurros #churros #sweet #desert #lovebadfood","吉拿吉拿
卡茲卡茲
吉拿棒
streetchurros
churros
sweet
desert
lovebadfood",,,12,253,8,0,1,https://www.instagram.com/p/BUwmKGchBX_/,https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/18722541_1456526691097347_8271374582733078528_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=Cbmf2tg8rF8AX9dEE5n&oh=f45d96ce914f8abcd528641cb5209299&oe=5F816CF2
1526156052138355235,2017-05-30 21:46:40,"I'm the ROBOCOP!!!🤖
(●—●)
#microsoft #hololens #experience #computex2017 #robocop","microsoft
hololens
experience
computex2017
robocop",,,1,177,5,0,1,https://www.instagram.com/p/BUt_tfvhOoj/,https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/18809047_428912957492918_7829973243170652160_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=102&_nc_ohc=Eulp-CNMVWgAX_qGYX9&oh=dc055a9bfd30c59e112ab6ef769c2363&oe=5F7F03DC
1525178353198701042,2017-05-29 13:24:09,"這些小包造型都很Q 
小黑是花生口味 所以我很還好
最喜歡紅蘑菇 是起司地瓜夏威夷果 甜甜鹹鹹的
綠怪是綠豆沙麻糬 也滿好吃但比較甜啦
#怪物 #小黑咻咻 #啊其他人叫啥  #怪物包 #叁合院","怪物
小黑咻咻
啊其他人叫啥
怪物包
叁合院",,華泰叁和院,1,186,5,0,5,https://www.instagram.com/p/BUqhaGphhny/,"['https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/18723412_1890040737936586_8957661608755068928_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=110&_nc_ohc=n1Mlwda_5FkAX8PFP6r&oh=2fe9b97e4f4c2d2d15b430f7d309ad65&oe=5F7EA1B9', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/18809573_388552384875374_8741947447544119296_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=102&_nc_ohc=tqlFW0SG7iEAX8aj2Jp&oh=7574063a0a48b07b6689d905ff11d943&oe=5F7FF186', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/18721819_1971080889789885_7007955883271389184_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=4ouu_diaRDUAX-UJgzg&oh=8441bfff1c8e4b72f89f268a91c626f2&oe=5F7E46DF', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/18646617_214677785709133_265488846441938944_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=iIZgYlx07K4AX_aza5i&oh=9031ef8321db4f60a47db26f7ce407d6&oe=5F808DD5', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/18723623_100225783908553_8212512365179043840_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=V6QZnmb6M64AX8Vb21j&oh=026937b097639e95f1adc13bf712de32&oe=5F80E93F']"
1524107488105319115,2017-05-28 01:56:32,"你說 你我的家庭不一樣 價值觀想法作法這些的 但⋯同個家庭環境 也不是每個小孩都是這樣 有時候覺得很孤獨
多個角色 在中間遊走 接收每個人的情緒 又要顧及每個人的脾氣和感受 這壓力 讓想很多的我更加沈重
沒有兄弟姐妹分擔 跟朋友傾訴⋯別人也無法想像是什麼心情 久了只會成為一直倒負能量的人
常常被說 就這樣就好了 為什麼不那樣就好了⋯ 只能嘆口氣 身處的環境和問題並不是這麼天真簡單啊～我知道很煩我也覺的煩但有辦法嗎
真的也不能怪別人⋯也是自己不對 不該表現得像在求助 只不過在抒發情緒而已
#深夜 #最近 #對自己不滿意 #改進 #自律 #忍耐 #加油","深夜
最近
對自己不滿意
改進
自律
忍耐
加油",,,17,228,7,0,1,https://www.instagram.com/p/BUmt690B8rL/,https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/18646055_319508121804567_7596213957254184960_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=RTKZfe3caZ4AX-P0V3F&oh=0373cdea00205a731dd3b96279ea19d8&oe=5F8183A8
1522638081705275630,2017-05-26 01:17:05,"啊！啊啊啊～～～～～嗷！
#imfine #roar","imfine
roar",,,22,295,2,0,1,https://www.instagram.com/p/BUhf0SdhnDu/,https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/18646384_186385688552653_7313902295144464384_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=B2V21w8qbhMAX-Zdb3z&oh=a63d5413c3960affc0da06facb4d0dd4&oe=5F7F65F5
1515969524355376662,2017-05-16 20:27:51,"兩天一起奔波的好趴呢😘😘
認真專注？！的樣子都一模一樣呢😂
雖然事情很滿很轟炸但滿有趣的😉
#htcdays #anniversary #announcement #workmode #professionallook","htcdays
anniversary
announcement
workmode
professionallook",,,12,242,5,0,1,https://www.instagram.com/p/BUJzkAdhSYW/,https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/18443911_1554789417867646_8367251773336846336_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=110&_nc_ohc=rE-5pSVQW4MAX_u82kX&oh=19c64dc43dd88480710bec4df656518f&oe=5F7FA88D
1514906443739120775,2017-05-15 09:15:42,"買了超廢但超可愛的鳳梨小包🍍
這包廢到裝了大一點手機保護殼的手機都放不下😂😂😂
要背它出門好像有點麻煩😩但我好愛它🍍☀️🌴
#bag #summerstyle #whitenblack #pineapple #sportystyle","bag
summerstyle
whitenblack
pineapple
sportystyle",,,15,236,5,0,1,https://www.instagram.com/p/BUGB2JfBUSH/,https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/18444543_1890248641213472_1626833156734713856_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=AOY6vdvNq0UAX_2Juv6&oh=ae120751eeb9a7f902c52b8c96ac129a&oe=5F80410D
1514404134487628104,2017-05-14 16:37:42,"Happy Mother's Day😘💕💕
老中少女 女人最大
我媽帶著那蝴蝶結我笑超久😂😂😂
#celebration #mothersday","celebration
mothersday",,西門町 Ximenting,4,209,2,0,1,https://www.instagram.com/p/BUEPolihJlI/,https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/18444116_365346467200615_1806144034138226688_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=107&_nc_ohc=PYbQQ8gsYesAX89jvhu&oh=b396473cab554a3caa1e6464b3ba1f53&oe=5F8094E6
1511593829592353656,2017-05-10 19:34:08,"兒時的美背😝
爸爸幫我拍的寫真集好文青
有點懷念那個裝滿清澈回憶的泳池
#childhood #summer #aroundthecorner #pool","childhood
summer
aroundthecorner
pool",,,5,153,4,0,1,https://www.instagram.com/p/BT6QpRJhkt4/,https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/17881066_204707316707846_4164286860115312640_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=102&_nc_ohc=puTtu76x0LoAX8TXKWx&oh=f4ccef4c7a2c5dacd65e40c66cfece89&oe=5F808C50
1509418329587469481,2017-05-07 19:31:48,"晨岳的快閃台灣🇺🇸🇹🇼
看到你也會激勵著我啊
大家都為了未來的想像而奮鬥著
#fuhsing #friends #10years #reunionintw #dream #future #life","fuhsing
friends
10years
reunionintw
dream
future
life",,,1,189,7,0,1,https://www.instagram.com/p/BTyh_k4hkyp/,https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/18299617_1883622151925923_2279673270967992320_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=107&_nc_ohc=i3LlX3DR-S4AX-J0Ycz&oh=ec262fe05030431195f7b055ad53fce1&oe=5F80C1B8
1508784827514876342,2017-05-06 22:33:09,"龍貓草阿貴好Q
裡面包的是滿滿的蘿蔔絲
皮也很Q～好吃耶！
但真的太可愛了一直不知道從何咬起💕
被非凡報導之後變超紅
想要吃要先打電話訂☎️
我們這批是一個月前訂的😂龍貓好夯
#吃貨 #龍貓","吃貨
龍貓",,陸媽媽菜包,9,259,2,0,2,https://www.instagram.com/p/BTwR86GhfG2/,"['https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/18300252_1491460167573133_6651363071014993920_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=FXSkojtsJRAAX8tg0Nl&oh=bacbd4331eb8ffad7eb17ec665534bde&oe=5F7EC05C', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/18252701_665074500360784_7486695430827278336_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=104&_nc_ohc=fTrFzYRT_sAAX8FsOL-&oh=1b362425b8d8683c44f06a71bc87674a&oe=5F818D40']"
1508628811913515086,2017-05-06 17:23:10,"宇恩和詩依穿情侶裝
我們則心有靈犀全黑裝🎩
硬要裝帥帥不起來 只好搞笑啦～
#allblack #blackystyle #fridaymode","allblack
blackystyle
fridaymode",,,7,221,3,0,2,https://www.instagram.com/p/BTvuelQBlBO/,"['https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/18298597_1836101103379990_4703444803545726976_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=110&_nc_ohc=ycle7gT9GpgAX8DzhNS&oh=61e1c178abbc7b8a1a97bfd52c5ce1bf&oe=5F7F0982', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/18253190_1323000907775952_8134547236898996224_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=cHjbZIsZh_cAX8Z6KxH&oh=5fbc5b7303eae840888b937357b33d99&oe=5F806A51']"
1501561773193816248,2017-04-26 23:22:13,"大理石紋搬到指甲上了😍好看嗎好看嗎
想做這樣的圖案想超久 自以為有個性又氣質🤔😜
雖然是朋友練習的作品 但大理石紋畫的很不錯耶👍🏼超喜歡💫謝謝啦～趕快出師啦～
#naildesigns #nailart #nails💅 #marblenails #大理石風 #大理石光療 #美甲 #光療指甲","naildesigns
nailart
nails💅
marblenails
大理石風
大理石光療
美甲
光療指甲",,,12,114,8,0,2,https://www.instagram.com/p/BTWnnojhei4/,"['https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/18160787_424318394599554_4286647317282422784_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=AWNiHd2DF6QAX_QAwmN&oh=b8ffcff07f1eb74ec2f07526ee383c1b&oe=5F7DBA85', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/18096661_381865502214116_1584909963778588672_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=wuIqgkDZoGQAX_8KIj9&oh=79bfc97aa291650f0e2cca42a2b515dc&oe=5F7F5973']"
1497992016678948959,2017-04-22 01:09:45,"入夜的  天馬行空🌜🦄💫
總是想的很多 想的太好 做的太少
#needmoves #needchange #nofantasy","needmoves
needchange
nofantasy",,,5,196,3,0,1,https://www.instagram.com/p/BTJ781uhRBf/,https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/18011246_1533725136639139_5812991858632032256_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=107&_nc_ohc=KIrAdnTqHlgAX8cv29Z&oh=331019b7f6aaa7076c68b7c8b2049b81&oe=5F7DD03E
1497263000321914906,2017-04-21 01:01:20,"👊🏼👊🏼👊🏼
覺得好心被糟蹋
出去玩順便幫買東西 賣完就賣完了 也沒辦法⋯我也不是專業代購 不是會每天跑去同家店排隊搶購
不然你付代購費請代購買或自己付運費網路訂就好了
沒買到有必要給我這樣一個抱怨的回應ㄇ🙄
#白眼翻翻",白眼翻翻,,,21,296,1,0,1,https://www.instagram.com/p/BTHWMQVhfga/,https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/18011839_1741661649457106_2374493057803354112_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=102&_nc_ohc=2DddkU6pYRcAX-Kwmyh&oh=a0d38530ccfc8ac8e4d23ef499359cb3&oe=5F8103A8
1494323317229123931,2017-04-16 23:40:42,"最後一天了～來個粉粉的打扮🌸
#ootd #pinkylook #exhausted #triptokorea","ootd
pinkylook
exhausted
triptokorea",,,2,241,4,0,1,https://www.instagram.com/p/BS85yPHBnlb/,https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/17934694_961205097349890_1548780149128822784_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=Tn-MNX1vESsAX8gjWnC&oh=199a42b12cc3d482e781703da8ff0798&oe=5F807EAE
1494068316523104001,2017-04-16 15:14:04,"Coffee time☕️
來韓國不一直去咖啡廳休息
腳一定會殘廢
#鐵腿",鐵腿,,"Seoul, South Korea",5,245,1,0,1,https://www.instagram.com/p/BS7_zfMhocB/,https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/17934225_786317331534538_6949185895845068800_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=110&_nc_ohc=6eP9d3Xq4fsAX-8bepD&oh=c7c6900788b76a3afb37ffccbee66cad&oe=5F7E721C
1493443486408829139,2017-04-15 18:32:38,"好累啊😶😶😶
#放電完畢 #coffetime #recharged","放電完畢
coffetime
recharged",,"Hongdae, Seoul",5,262,3,0,1,https://www.instagram.com/p/BS5xvAzhOjT/,https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/17933931_508110576246126_1005691417269370880_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=bvskDZrZnqAAX9ZXSvr&oh=c01f6f55964e236b1056205dc7c4ce4c&oe=5F8104AC
