編號,時間,貼文,標籤,標註,打卡地點,留言數,愛心數,標籤數,標註數,圖片數,貼文網址,圖片網址
1613133301772845311,2017-09-27 21:54:56,"餐廳有這些小物就會讓女生開始瘋狂拍照～
我也要買三眼怪的髮箍😍可愛死！",,,,3,183,0,0,3,https://www.instagram.com/p/BZjADDzhgD_/,"['https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/22070016_129603217695327_5995408547146366976_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=yrApsu_Szi8AX9mnQGB&oh=7849813f03ed9cc2ce49ab6eb2611078&oe=5F7EC99B', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/21984741_1984104395170145_6708694630944210944_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=CZ_3FjH2vlcAX-nD6xP&oh=a6bff653b73562b34806ec3579130c5e&oe=5F803702', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/22069849_1458729390863624_8136335296208830464_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=Zn-yLBkCNOcAX9hjhfi&oh=586c907c3bb299551fc28b49d7253220&oe=5F802E4C']"
1612266191353808341,2017-09-26 17:12:08,"印象中好久沒剪這麼短了😬
夏天都不想剪短 結果夏天結束才剪 我什麼邏輯啊😂
這次還護髮了一下 頭髮變軟軟順順的
💇 @irmairma0421
話說像我這麼大隻的女生真的很難駕馭吊帶裙這種可愛感的單品欸
#ootd #denim #denimshirt","ootd
denim
denimshirt",irmairma0421,,31,409,3,1,2,https://www.instagram.com/p/BZf648TBAXV/,"['https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/21980758_523127138029620_7875085204530921472_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=yYKfpgvxdVgAX9ne8WY&oh=5eaae08088cddb5743bb8a1c67e627c4&oe=5F814E7D', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/21981044_479233939101012_827671808898498560_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=8yEm0UewWHYAX9JkLCl&oh=bf61efca7b0b9e0ed5632b34bea390ac&oe=5F80F1BD']"
1610846412353119313,2017-09-24 18:11:18,"Dear Families & Dear sis😍💕💕💕
#背景好復古 😂
#sepgirl #bbd #yu #family","背景好復古
sepgirl
bbd
yu
family",,,3,211,5,0,2,https://www.instagram.com/p/BZa4EcEBSRR/,"['https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/21879770_478051022566368_8904455579662024704_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=nyav2rpq2_kAX9T-R6A&oh=4eb4a4d8cc393ec2307b33a9c2c95267&oe=5F812744', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/21879788_403878706694455_7298270302109171712_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=107&_nc_ohc=iVpNBvvf76wAX9G3Vwz&oh=37f6066cb708d5090f5f890bc63c8130&oe=5F80DEF8']"
1610315353303792949,2017-09-24 00:36:10,"9月生日寶貝們🎂🎀🎏
每年都可以一起過生日超級開心😘💕
Happy Birthday to us 🎉🍾🍸
雖然大家明顯都變得更加疲倦😂但還是一樣白痴可愛 邊玩遊戲邊笑到瘋
#septembergirl #bbd #loveuall #fuhsing","septembergirl
bbd
loveuall
fuhsing",,,3,158,4,0,3,https://www.instagram.com/p/BZY_UgyB701/,"['https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/21984696_379596195792002_3898335089213308928_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=102&_nc_ohc=LzOOOe91YsgAX8sbTcm&oh=4c5936d09d8c068e33e0a58ddd2036ba&oe=5F7E115C', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/21909450_350193985432750_930007191501406208_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=110&_nc_ohc=_AJejMCAuRwAX8op2cK&oh=69c2b1babf9f8da237632800e45b4801&oe=5F7F6AD8', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/21980552_705285542999895_508709408440582144_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=ROjejhZQFK4AX-5PHl3&oh=bba7454c6857e5b8814aa6e716d585f8&oe=5F815DA9']"
1602154288694717787,2017-09-12 18:21:36,"最近好貪吃😚
想念這頓溫馨早餐！這個起司塔真的超～～～～～好吃欸👍🏼
逛林口三井Outlet買的 #IMPRESSION起士塔 🧀
早上拿進烤箱再烤一下就會像剛出爐噢！
起司內餡整個流出來欸😋
搭配 @chien0327 打的木瓜牛奶👍🏼 太幸福惹💕
#breakfast #cheesetart #cheeselover #fruitmilkshake #tasty #lovely","IMPRESSION起士塔
breakfast
cheesetart
cheeselover
fruitmilkshake
tasty
lovely",chien0327,,1,116,7,1,1,https://www.instagram.com/p/BY7_tZFBG1b/,https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/21569154_132268064063411_8884097301534998528_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=CJO0fUoNd44AX-aW9tk&oh=f51f4abb83e12ea846967c836d9fc053&oe=5F802DD5
1600911908964593862,2017-09-11 01:13:13,"買了個 #染髮護髮膏 來玩
這款 #aprilskin 的染髮膏有可愛的#蜜桃粉 🍑 評價好像又還不錯～就買來玩玩了😏
第一次想調紫色💜我以為我是小畫家滿厲害的結果超失敗⋯ 所以乾脆直接用粉色來染染看明顯不！？
.
.
我覺得還好欸⋯⋯沒有很顯色😭
但微微粉色光澤還是看得到💫可能我漂髮是挑染的所以整體看起來才這麼不明顯吧！？ 桑心💔
不過這大概1-2星期就掉了 我可能還想試別的顏色😜 .
💋 @smashboxcosmetics #driversseat 
#pinky #peachpink #pinkish #hairdye #diy #rosetone #makeuplover","染髮護髮膏
aprilskin
蜜桃粉
driversseat
pinky
peachpink
pinkish
hairdye
diy
rosetone
makeuplover",smashboxcosmetics,,3,276,11,1,1,https://www.instagram.com/p/BY3lOYyhvDG/,https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/21568727_344029506046833_1905079537809489920_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=OppJlwfF-_kAX8OBimJ&oh=16988a08c9b7af3b55da0930727128c9&oe=5F8074DE
1600292764875392609,2017-09-10 04:43:05,"不約而同的花花Dress code🌸🌺🌼
笑了一整天然後到晚上大家都快撐不住
歲月沒在騙人😂😂😂
幸福的weekend💕💕💕
#flowerish #girls #tmugirls #tmuguys #thanku #loveu #🍻","flowerish
girls
tmugirls
tmuguys
thanku
loveu
🍻",,,0,196,7,0,3,https://www.instagram.com/p/BY1Ycp7BoZh/,"['https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/21480540_1717278538307089_8715048544110641152_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=2bmobJzq-8gAX8bK6MJ&oh=44cc4ede6770c3ed76ca2ad67b457ab2&oe=5F7DC459', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/21576584_131275580831631_6368923534843969536_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=Vj5C3tLc3oEAX-Za29H&oh=ed40ab349ea066f4b0135cda1076089c&oe=5F7E29C3', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/21479783_180414202508417_5668442848794509312_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=EsGQ4gwAkiYAX8Ky8sU&oh=f5b2fe35ffbd429696ab7d0a597cbbed&oe=5F7DC113']"
1600269324831201580,2017-09-10 03:56:31,"✨提前慶生✨
慶生不是重點～
重點是畢業後還有機會這樣大家聚在一起過夜☺️💕
但可以跟你們一起慶生我還是超級開心😍Thank you 🍻🍻🍻
#BD #Septembergirl #collegefriends #🎂","BD
Septembergirl
collegefriends
🎂",,,5,291,4,0,4,https://www.instagram.com/p/BY1THjrhJks/,"['https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/21435430_271743159988385_6956000424100888576_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=tmcZSl6HE0AAX-4gJbX&oh=046bb06eac2c2f359cf5c4d239b4ad82&oe=5F801665', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/21433704_1951283811751884_7581437229646479360_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=A8mw2AH_1rwAX_xrcE2&oh=ce7729e82c135937cd37e593faff3a4d&oe=5F80C349', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/21433820_120617331976722_1424373956088954880_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=jl96vVVAX7QAX96T2bL&oh=f3ee7f3932e4f9c2d67907f5d803a551&oe=5F7FD447', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/21568780_810568749119479_6401993958389448704_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=107&_nc_ohc=eY4inRR0i2QAX81QKLW&oh=85f2076c550999b320e0db51cb8ad809&oe=5F7E9659']"
1599525441973467072,2017-09-09 03:18:33,"For 衍豪葛格欸！😬😂✨
#tmureunion #universitylife","tmureunion
universitylife",,,1,184,2,0,2,https://www.instagram.com/p/BYyp-oyBzfA/,"['https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/21568861_812304595609551_5812468598471393280_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=TYM6S6NOY-kAX_vKZ3F&oh=25fbb3e04a8e5ee4cfafbb2ae51c5fec&oe=5F7ED2A6', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/21433311_1827289744250716_7502778189270220800_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=104&_nc_ohc=kJXrEI54kJQAX8mfwHJ&oh=5902663ba6ec627f9cf6a8764eaebe25&oe=5F818517']"
1594343702577622030,2017-09-01 23:43:21,"兩個世界🙌🏼兩種心情
.
不過現在看起來覺得我們動作滿搭的呀😏✨是否
.
Photo by @hwang_n0",,hwang_n0,FIFI茶酒沙龍,5,274,0,1,1,https://www.instagram.com/p/BYgPyZ6BSwO/,https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/21224351_115146752521958_6970729812579057664_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=102&_nc_ohc=FOlnCZPTqdoAX9VSsLk&oh=c647282dfcaf1df3edcdf84cd1a0e931&oe=5F7DEED1
1594339716537674122,2017-09-01 23:35:26,絡絡😘😍,,,,2,253,0,0,1,https://www.instagram.com/p/BYgO4ZnhmmK/,https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/21224855_112002752828371_3977168664175575040_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=107&_nc_ohc=uSF7ghe5kBkAX82HGGy&oh=82d5b68d0910e28eb9b20cc074273428&oe=5F7ECF9A
1590510601669727708,2017-08-27 16:47:40,"🌿🍃🌱🌼🌷🍀
戶外玩玩耍",,,精兵野戰營-全台最專業的漆彈活動場地,10,355,0,0,1,https://www.instagram.com/p/BYSoPcgBFXc/,https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/21108052_1927933974161324_556120216686297088_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=tfVxrj-RA_4AX-s_gsg&oh=2abd4d7bdb4d6001a108ad95672096cc&oe=5F7EEA4D
1584625819362704535,2017-08-19 13:55:39,"跩屁跩😏
.
結果都拍一些ㄎㄧㄤ照😂看起來好憨啊 立刻放棄拍照玩水去
❌唯美❌性感 😅
.
🕶 @sivironline 👙 @wave_shine 
#weakend #littletrip #seaside #ilan #烏石港 #surfing #🏄🏻‍♀️ #bikini #waveshine #caco #gettanned #小黑人 #今天都沒有🌊 #變身烏石游泳池","weakend
littletrip
seaside
ilan
烏石港
surfing
🏄🏻‍♀️
bikini
waveshine
caco
gettanned
小黑人
今天都沒有🌊
變身烏石游泳池","sivironline
wave_shine",,18,515,14,2,3,https://www.instagram.com/p/BX9uMl5BryX/,"['https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/20968559_135099860429618_2658729677010501632_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=102&_nc_ohc=9eb51kGUeJ4AX8wz7cV&oh=90d73e5b9529fbc2fb0d1845b2321e4c&oe=5F80BDD2', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/20902224_342208799550539_4052923138428633088_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=fpPiw1iumbYAX8crwBq&oh=3fdd6985e678173bb2374e9b59ea4201&oe=5F7F8001', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/20905114_1254381928017614_7081674289623072768_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=102&_nc_ohc=e5DLsYZNMZgAX_HIL-w&oh=2800be912432e15a38252dd805c199ef&oe=5F808232']"
1584024114417648723,2017-08-18 18:00:11,"🌟星巴克💜巴西莓優格星冰樂💜
又一個吸睛的飲料😚
我已經幾百年沒喝星冰樂因為真的都太甜惹
這個寫用優格的就讓我想試試😋果然很好喝！清爽不會太甜～但沒有莓果酸酸的感覺依然偏甜啦💕
然後我最愛它裡面一顆顆的巴西莓
用舌頭抿過去會「啵」破掉！
跟抿鮭魚卵一樣的感覺～我超愛（有人和我一樣嗎😂）
.
.
btw不知為何我的巴西莓是垂直的⋯大家都是平行在杯底 一個美美漸層啊😩
#Starbucks #星巴克 #星冰樂 #巴西莓優格星冰樂 #tasty #drink #pinky #purple #berries #summerflavour #yogurt","Starbucks
星巴克
星冰樂
巴西莓優格星冰樂
tasty
drink
pinky
purple
berries
summerflavour
yogurt",,,9,156,11,0,1,https://www.instagram.com/p/BX7lYofhERT/,https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/20838908_138058483466216_7105069556304969728_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=1acg_ir4NjQAX8nmYYd&oh=7d8d8c86bbe650fc11173dda5801d087&oe=5F7E8572
1582633966136421492,2017-08-16 19:58:12,"我超超愛這張💛
有人魚公主的氛圍🐠👸🏻🐬🐢🐳
👆自己講😝
.
.
.
Photo by @peter_chao_photographer 
Hair & makeup by @ninonino1220 
#mermaid #fancy #fancyshot #photoshoot #photography #seaside #taipei #dansui #sunset","mermaid
fancy
fancyshot
photoshoot
photography
seaside
taipei
dansui
sunset","peter_chao_photographer
ninonino1220",,30,522,9,2,1,https://www.instagram.com/p/BX2pTUBB2x0/,https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/20902225_1243700335775185_4916500178136989696_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=9Fd8ZyJGl2IAX-JgfeP&oh=0e2c483a144b719ca99c959b944df5c6&oe=5F7EF3C0
1582096944514508280,2017-08-16 02:11:14,"非常非常非常（可能要打800個非常）感謝我人生中超好的朋友👯‍♂️在看這本書的時候一直浮現我的臉😂然後介紹這本書給我 讓我做測驗
.
雖然我一直不斷的探索自己的內心 不斷分析自己的個性和行為 但以前沒有接觸過這個名詞和分類
.
「妳也太脆弱了吧」「想那麼多幹嘛」「可以不要管別人講什麼嗎」「就直接這樣做就好啦」「他們吵關妳什麼事」這些是從小到大我都常常聽到的話 
我也一再的懷疑內心 覺得我自己很怪 但也試著去接受 在自己可以的範圍內去改變
心理治療師 伊麗斯•桑德 寫的這本書描述了像我這樣高敏感族的特質外  也讓我想試著接納自己的獨特並鼓起勇氣重拾信心
.
曾經 我想要變成空氣中的一粒塵埃 想要就這樣消失不見 為了可以完全把眼睛耳朵感官都關起來 也為了不要讓別人再在意我
曾經 我覺得自己不可能得到幸福 所以也害怕去觸碰所有可能到手的幸福
不過 這書讓我知道 除了對負面刺激會有激烈反應 對於正向經驗也會比非敏感族更加享受
在安定的環境更能感到幸福☺️
我會試著改變想法的 這真的讓我心裡有種很感動、踏實的感覺
#高敏感族 #天賦 #HSP #獨特 #感受 #不要再說我們脆弱了 #認真往心裡去 #不是玻璃心啦 #我們是很貼心","高敏感族
天賦
HSP
獨特
感受
不要再說我們脆弱了
認真往心裡去
不是玻璃心啦
我們是很貼心",,,9,165,9,0,1,https://www.instagram.com/p/BX0vMnqBKX4/,https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/20838207_483781991989888_342902621180264448_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=104&_nc_ohc=1fBMDdGk8_UAX8eLQvV&oh=3ac6095e315ae413dd4d86b2bc80f68c&oe=5F80BF62
1581783545876361896,2017-08-15 15:48:34,"原來妳才是3C大神😂
#appqueen 
#好會用 
#聊聊聊 
#笑查某
#3缺1","appqueen
好會用
聊聊聊
笑查某
3缺1",,,3,162,5,0,2,https://www.instagram.com/p/BXzn8EbhLKo/,"['https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/20837561_1752745221691559_5560244041263611904_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=Tpt_Ptu77BsAX_wqLl_&oh=d34be8ab53f58c699bc84f677aa11f8b&oe=5F7EBB4C', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/20766900_716489571887223_8482453787036876800_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=w-QTsD8_CHkAX_VtY8C&oh=1785ffb0704c0bfd50ea7e44863c7eb2&oe=5F7EABCB']"
1578411784527120253,2017-08-11 00:09:29,"熟悉的燦笑😬
.
.
#photoshoot #orangemakeup #allwhite #purestyle","photoshoot
orangemakeup
allwhite
purestyle",,,18,379,4,0,1,https://www.instagram.com/p/BXnpSe-B4d9/,https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/20634116_108220076539796_3233028119438819328_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=xkAZZke7sJoAX-iEC8g&oh=b359ad5419765369b0e386b780761625&oe=5F808746
1578213097393707907,2017-08-10 17:34:43,"難得的⋯⋯不笑照🙃
.
.
#orangemakeup #allwhite #weddingdress #photoshoot","orangemakeup
allwhite
weddingdress
photoshoot",,,49,475,4,0,1,https://www.instagram.com/p/BXm8HNKBVuD/,https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/20688529_350229978748751_5034012394615996416_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=JFuV-ZjPJ5wAX9SYhn8&oh=2e0c109799b9835e02d8e10ae38a921c&oe=5F80CD9E
1576992836560369583,2017-08-09 01:10:17,"Happy #FATHER 's Day👨‍👧 .
#把拔 #辛苦了 #我是寶貝 #😏#😂","FATHER
把拔
辛苦了
我是寶貝
😏#😂",,,8,313,5,0,1,https://www.instagram.com/p/BXimqEshDev/,https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/20688328_1716237482011382_6933671198366629888_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=102&_nc_ohc=abNnL25QO4kAX-AdQ8K&oh=1b8ba20171756f974f78d7a594e9d031&oe=5F7E42A7
1572574658933601851,2017-08-02 22:52:09,"#毛毛 on my ears💚
雖然好像沒有特別喜歡毛毛啦😂
只是欣賞她有個性！？我也希望我可以更做自己😳
#飛天小女警 #accessory #earings #shopholic","毛毛
飛天小女警
accessory
earings
shopholic",,,4,259,5,0,1,https://www.instagram.com/p/BXS6FIIhLY7/,https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/20479086_1567061980005457_6475804736602767360_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=_kDBTGsV_00AX9-BPUR&oh=e966ac32456b0bf0515ce6445b5f918f&oe=5F8177E6
1571642480003516023,2017-08-01 16:00:05,"SURPRISE✨✨✨
😏
好啦沒有啦～Just try on 麥緊張
我才不答應沒有求婚就結婚勒是不是
以前完全沒有婚紗憧憬
但⋯真的好夢幻啊 穿上才稍微有點懂婚紗的魔力😂
#weddingdress #tryon #shooting #fantasie","weddingdress
tryon
shooting
fantasie",,,26,368,4,0,1,https://www.instagram.com/p/BXPmII2hgZ3/,https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/20478758_506056869743763_2398223701301526528_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=RRoIShUsH_cAX8IEQeD&oh=b56dde07b420ae6993285c0c85386f6d&oe=5F7F2CC2
1569011732650015900,2017-07-29 00:53:15,"Ahhh~ love ya girls💕💕💕
#fuhsing #1st #reunion","fuhsing
1st
reunion",,,4,224,3,0,1,https://www.instagram.com/p/BXGP9udBjyc/,https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/20347327_1374169725994827_7856735562349150208_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=lGF5rTkUtJIAX-OKNb4&oh=4d2564172a55ecd929366789b381b10c&oe=5F808C33
1568049746965655545,2017-07-27 17:01:58,"#宅 #弱 #懶 #廢物
今天晚上電獺的17直播好像很兇😱
要來看 @nianchuyu 解釋這些道具的意思😂
💁🏻還好沒有 #胖 不然我會認真憂鬱
#送小米 #電獺少女電波塔","宅
弱
懶
廢物
胖
送小米
電獺少女電波塔",nianchuyu,,12,271,7,1,1,https://www.instagram.com/p/BXC1O_eB2_5/,https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/20347164_131450660793006_906678166100115456_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=UGNBmKMpIIEAX-tR5Jl&oh=a7483a94f8edbece2a01f3fa63ef217a&oe=5F7F434E
1566752133578271222,2017-07-25 22:03:50,熱。懶。癱。,,,,12,198,0,0,1,https://www.instagram.com/p/BW-OMO1BKn2/,https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/20225722_138726603379705_2722010204731342848_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=KfBKW-WYP6kAX8RR8tj&oh=1a3339572ea2eb5b678596e59e8bfff9&oe=5F7DFE1A
1562297410964084633,2017-07-19 18:33:06,"穿很像已經不稀奇
要穿一樣才厲害😉😏
#街頭風 #霸氣 #photoshoot","街頭風
霸氣
photoshoot",,,4,324,3,0,1,https://www.instagram.com/p/BWuZTfGBteZ/,https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/20181465_1775974549359191_8357941602794078208_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=WB6Q-f_gv7UAX-jm56m&oh=09cb81d16b672e9b7177ef8fd400310f&oe=5F80293B
1559587586836853091,2017-07-16 00:49:09,"今天買到非常滿意的一件衣服😚
胸前玫瑰🌹不是正紅色是桃紅
刺青風刺繡也深得我心💕
#hm #summeroutfit #pinky #sweetpink #shopholic #shopping #clothing  #neverenough #買買買 #永遠少一件","hm
summeroutfit
pinky
sweetpink
shopholic
shopping
clothing
neverenough
買買買
永遠少一件",,,8,301,10,0,2,https://www.instagram.com/p/BWkxKWthPFj/,"['https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/20065549_115965535695264_1818200827676852224_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=sdPpLsithGQAX9c94Wk&oh=cf6c1c359c1bef38bd09e5be5cf45c6c&oe=5F7F4115', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/19985600_1472340172804285_8360095288374853632_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=-TP54-X7lDsAX8aKZjR&oh=6a27b543e681b1d329babf622e531721&oe=5F8021F8']"
1557304717665979533,2017-07-12 21:13:30,"大家來找碴👀有什麼不一樣勒
🚫不能先往右滑啦👉😂
好啦～是我的睫毛！難得上了綠色睫毛膏💚走在路上有點害羞
第二張陽光下顏色很明顯呢～但其實沒有我想的誇張啦！可以在夏天的妝容中作個小點綴😚
滿顯色的而且根根分明 考慮秋冬來用酒紅色🍁
（最後一張是放超大的我的眼睛 請不要嚇到😜）
#覺得怎麼樣 #小巧思妝容 #綠色睫毛膏 #夏綠 #單刷眼尾也不錯
@tsuvimi #tsuvimim05","覺得怎麼樣
小巧思妝容
綠色睫毛膏
夏綠
單刷眼尾也不錯
tsuvimim05",tsuvimi,,9,287,6,1,5,https://www.instagram.com/p/BWcqGPHhUyN/,"['https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/19932921_1570901039595000_4692248145927602176_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=-NA8dQjuO_cAX-_hgSX&oh=da2b9d69ad855d63f43a570ebea21a02&oe=5F7E81A9', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/19932862_457546247946844_7500339399465369600_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=104&_nc_ohc=fX-o1zNe_M8AX8D_4fn&oh=d37fdafbd2c1b3e439f621209e64d959&oe=5F80B599', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/19985915_257214724682784_9173259067114651648_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=kvP3Ydzb5tYAX9djeus&oh=b21b17f5ce00a4e1b0cbc65bab74e8fd&oe=5F7E5C22', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/20065693_1242547879204582_1104804517838323712_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=110&_nc_ohc=2b-ke3Qy0wYAX-lidtV&oh=c467bd958a4fa7f01c4d826a4cdf17ee&oe=5F7E67BD', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/19933161_451480371900456_1937633938214223872_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=nUtlbm95RZIAX_wmeEE&oh=8e1c4f39152767c3254be999c9f059f6&oe=5F803239']"
